country,region,year,timestamp,crop_type,temperature,rainfall,humidity,N,P,K,ph,crop_yield
China,Central,1998,1998-01-01,Sugarcane,14.61,2777.91,80.473145665,,,,,2.09
Canada,Ontario,2021,2021-01-01,Wheat,20.14,2535.63,80.473145665,,,,,3.55
Brazil,Northeast,1995,1995-01-01,Rice,-2.24,2673.33,82.18935719499999,80.0,47.0,40.0,6.363803588,1.62
Brazil,South,2001,2001-01-01,Cotton,8.75,1398.49,80.01089273,117.0,46.0,19.0,6.8409568125,1.35
Russia,Siberian,1996,1996-01-01,Corn,11.38,249.35,80.473145665,,,,,1.953
China,North,1997,1997-01-01,Barley,14.96,1054.16,80.473145665,,,,,2.9970000000000003
Russia,Northwestern,1998,1998-01-01,Sugarcane,22.56,1166.86,80.473145665,,,,,2.54
Australia,New South Wales,2000,2000-01-01,Rice,26.67,1639.26,82.18935719499999,80.0,47.0,40.0,6.363803588,3.4650000000000003
Australia,Queensland,2000,2000-01-01,Rice,32.26,414.75,82.18935719499999,80.0,47.0,40.0,6.363803588,1.485
Nigeria,North West,1996,1996-01-01,Corn,11.5,2501.02,80.473145665,,,,,3.72
India,Maharashtra,2008,2008-01-01,Coffee,11.27,2006.38,57.648082825,103.0,29.0,30.0,6.798626238000001,2.37
China,Central,1994,1994-01-01,Wheat,13.84,2971.18,80.473145665,,,,,3.75
India,West Bengal,2003,2003-01-01,Vegetables,-3.92,1500.03,80.473145665,,,,,1.359
France,Nouvelle-Aquitaine,2022,2022-01-01,Fruits,13.51,2641.96,80.473145665,,,,,2.772
Argentina,Pampas,2010,2010-01-01,Barley,10.45,1490.67,80.473145665,,,,,2.22
USA,Northeast,1991,1991-01-01,Coffee,28.71,1438.82,57.648082825,103.0,29.0,30.0,6.798626238000001,2.115
USA,West,2017,2017-01-01,Cotton,1.05,2321.63,80.01089273,117.0,46.0,19.0,6.8409568125,1.87
Russia,Northwestern,2008,2008-01-01,Wheat,24.1,1918.22,80.473145665,,,,,2.907
China,South,2014,2014-01-01,Cotton,23.47,1978.18,80.01089273,117.0,46.0,19.0,6.8409568125,2.646
Canada,British Columbia,2014,2014-01-01,Sugarcane,10.97,2536.66,80.473145665,,,,,2.034
Russia,Central,2017,2017-01-01,Corn,23.33,861.81,80.473145665,,,,,1.11
Nigeria,North Central,2019,2019-01-01,Soybeans,4.37,1035.79,80.473145665,,,,,1.125
Argentina,Patagonia,2019,2019-01-01,Wheat,1.17,1096.02,80.473145665,,,,,2.68
France,Provence-Alpes-Cote d’Azur,2013,2013-01-01,Vegetables,30.12,2202.12,80.473145665,,,,,0.999
Canada,British Columbia,2015,2015-01-01,Corn,0.79,1808.98,80.473145665,,,,,2.63
Brazil,Northeast,2003,2003-01-01,Cotton,19.52,303.0,80.01089273,117.0,46.0,19.0,6.8409568125,3.258
Russia,Northwestern,2023,2023-01-01,Wheat,28.5,2189.51,80.473145665,,,,,1.854
Russia,Volga,2019,2019-01-01,Barley,28.48,2556.17,80.473145665,,,,,0.9
USA,Midwest,2017,2017-01-01,Corn,14.47,1219.32,80.473145665,,,,,1.71
Canada,British Columbia,2022,2022-01-01,Soybeans,8.2,1715.92,80.473145665,,,,,1.26
India,Tamil Nadu,2005,2005-01-01,Sugarcane,19.1,1940.04,80.473145665,,,,,3.15
France,Nouvelle-Aquitaine,1997,1997-01-01,Soybeans,2.2,1648.36,80.473145665,,,,,0.69
India,Punjab,2024,2024-01-01,Wheat,1.5,1773.88,80.473145665,,,,,1.998
Nigeria,North West,1999,1999-01-01,Soybeans,30.27,2307.96,80.473145665,,,,,0.96
Australia,Queensland,1997,1997-01-01,Vegetables,25.55,2539.0,80.473145665,,,,,1.269
Argentina,Patagonia,2005,2005-01-01,Fruits,12.82,1159.99,80.473145665,,,,,2.205
Canada,Quebec,2010,2010-01-01,Rice,20.84,1434.53,82.18935719499999,80.0,47.0,40.0,6.363803588,2.286
India,Punjab,2021,2021-01-01,Rice,16.43,1269.97,82.18935719499999,80.0,47.0,40.0,6.363803588,4.36
China,East,1994,1994-01-01,Cotton,20.73,1757.8,80.01089273,117.0,46.0,19.0,6.8409568125,3.39
India,Punjab,1992,1992-01-01,Corn,22.84,662.66,80.473145665,,,,,2.35
France,Nouvelle-Aquitaine,2015,2015-01-01,Corn,17.11,533.65,80.473145665,,,,,4.49
Canada,Quebec,1995,1995-01-01,Coffee,7.38,253.26,57.648082825,103.0,29.0,30.0,6.798626238000001,1.233
USA,Midwest,2015,2015-01-01,Barley,2.32,1259.12,80.473145665,,,,,2.151
India,Tamil Nadu,2002,2002-01-01,Sugarcane,22.9,2565.01,80.473145665,,,,,3.096
China,East,2012,2012-01-01,Rice,-3.45,1679.73,82.18935719499999,80.0,47.0,40.0,6.363803588,1.431
Australia,Queensland,2011,2011-01-01,Coffee,26.09,2336.07,57.648082825,103.0,29.0,30.0,6.798626238000001,1.63
China,South,2007,2007-01-01,Sugarcane,20.45,2235.34,80.473145665,,,,,2.781
Argentina,Patagonia,2015,2015-01-01,Fruits,21.64,904.78,80.473145665,,,,,2.646
Russia,Volga,2024,2024-01-01,Sugarcane,1.54,1615.26,80.473145665,,,,,2.26
USA,West,2004,2004-01-01,Wheat,2.77,805.86,80.473145665,,,,,2.9
China,East,2015,2015-01-01,Soybeans,2.85,1935.35,80.473145665,,,,,2.6
India,Tamil Nadu,2023,2023-01-01,Rice,25.41,2841.82,82.18935719499999,80.0,47.0,40.0,6.363803588,2.826
Australia,Queensland,2001,2001-01-01,Fruits,3.23,1462.08,80.473145665,,,,,0.765
Russia,Central,1998,1998-01-01,Wheat,-1.4,956.3,80.473145665,,,,,0.9
Brazil,South,2017,2017-01-01,Sugarcane,27.23,1704.74,80.473145665,,,,,3.24
Argentina,Patagonia,2015,2015-01-01,Rice,12.62,884.94,82.18935719499999,80.0,47.0,40.0,6.363803588,3.807
Canada,Ontario,2014,2014-01-01,Cotton,8.0,819.47,80.01089273,117.0,46.0,19.0,6.8409568125,1.638
France,Ile-de-France,2024,2024-01-01,Cotton,6.64,716.14,80.01089273,117.0,46.0,19.0,6.8409568125,1.431
Argentina,Northwest,2007,2007-01-01,Rice,26.03,401.15,82.18935719499999,80.0,47.0,40.0,6.363803588,2.295
China,Central,2019,2019-01-01,Vegetables,30.14,1463.79,80.473145665,,,,,2.0
Argentina,Northwest,2012,2012-01-01,Sugarcane,-2.84,1787.08,80.473145665,,,,,1.13
France,Provence-Alpes-Cote d’Azur,2023,2023-01-01,Coffee,32.99,2792.27,57.648082825,103.0,29.0,30.0,6.798626238000001,3.249
Australia,Victoria,2010,2010-01-01,Coffee,7.83,2819.91,57.648082825,103.0,29.0,30.0,6.798626238000001,0.6120000000000001
Russia,Volga,1995,1995-01-01,Barley,-2.09,1227.84,80.473145665,,,,,2.295
Nigeria,North West,2005,2005-01-01,Vegetables,17.72,1580.81,80.473145665,,,,,3.5
Russia,Central,2004,2004-01-01,Rice,-0.25,2060.62,82.18935719499999,80.0,47.0,40.0,6.363803588,2.55
Brazil,Northeast,1999,1999-01-01,Sugarcane,-2.76,2133.97,80.473145665,,,,,1.05
Australia,New South Wales,2009,2009-01-01,Rice,5.58,235.48,82.18935719499999,80.0,47.0,40.0,6.363803588,1.035
India,Tamil Nadu,2004,2004-01-01,Corn,26.77,2698.16,80.473145665,,,,,1.926
Argentina,Northeast,1990,1990-01-01,Coffee,1.01,1238.02,57.648082825,103.0,29.0,30.0,6.798626238000001,0.97
China,South,2000,2000-01-01,Vegetables,12.58,1657.88,80.473145665,,,,,2.682
India,Punjab,2019,2019-01-01,Coffee,10.4,1244.53,57.648082825,103.0,29.0,30.0,6.798626238000001,2.664
Argentina,Patagonia,2007,2007-01-01,Cotton,33.78,539.8,80.01089273,117.0,46.0,19.0,6.8409568125,1.2060000000000002
USA,South,1992,1992-01-01,Coffee,-3.49,297.67,57.648082825,103.0,29.0,30.0,6.798626238000001,0.99
Brazil,North,1993,1993-01-01,Barley,27.64,303.7,80.473145665,,,,,2.619
Brazil,Southeast,2015,2015-01-01,Coffee,12.31,1510.51,57.648082825,103.0,29.0,30.0,6.798626238000001,3.93
India,Punjab,1998,1998-01-01,Wheat,16.57,2114.84,80.473145665,,,,,3.663
Nigeria,North Central,2004,2004-01-01,Cotton,4.48,707.36,80.01089273,117.0,46.0,19.0,6.8409568125,1.314
India,West Bengal,1991,1991-01-01,Vegetables,10.38,2625.5,80.473145665,,,,,3.456
Australia,New South Wales,1998,1998-01-01,Corn,12.0,2183.6,80.473145665,,,,,3.789
Australia,Victoria,2018,2018-01-01,Soybeans,27.78,2725.12,80.473145665,,,,,3.37
Canada,Quebec,2010,2010-01-01,Sugarcane,33.76,1341.62,80.473145665,,,,,3.84
Brazil,Southeast,2005,2005-01-01,Soybeans,14.58,1159.44,80.473145665,,,,,2.592
Nigeria,North Central,2013,2013-01-01,Wheat,25.04,2499.58,80.473145665,,,,,2.106
Australia,Victoria,2014,2014-01-01,Fruits,15.72,1450.85,80.473145665,,,,,3.015
China,East,2000,2000-01-01,Sugarcane,0.06,2167.31,80.473145665,,,,,2.17
Canada,Prairies,1992,1992-01-01,Rice,-2.98,1117.0,82.18935719499999,80.0,47.0,40.0,6.363803588,0.675
Nigeria,South East,2016,2016-01-01,Sugarcane,19.1,705.94,80.473145665,,,,,1.51
Nigeria,North West,2024,2024-01-01,Wheat,15.34,2627.5,80.473145665,,,,,2.385
France,Nouvelle-Aquitaine,2001,2001-01-01,Coffee,-4.09,2412.76,57.648082825,103.0,29.0,30.0,6.798626238000001,0.45
Canada,Prairies,2010,2010-01-01,Barley,8.13,1175.8,80.473145665,,,,,2.475
Brazil,Southeast,2021,2021-01-01,Soybeans,23.54,1995.78,80.473145665,,,,,3.15
Argentina,Northwest,2013,2013-01-01,Fruits,23.82,1062.02,80.473145665,,,,,3.51
Canada,Quebec,2016,2016-01-01,Wheat,31.74,1947.16,80.473145665,,,,,1.81
USA,Northeast,2013,2013-01-01,Vegetables,2.63,1445.01,80.473145665,,,,,0.99
India,Punjab,1998,1998-01-01,Wheat,11.99,542.64,80.473145665,,,,,4.42
France,Provence-Alpes-Cote d’Azur,2008,2008-01-01,Corn,7.86,1504.2,80.473145665,,,,,1.53
Argentina,Northwest,2012,2012-01-01,Corn,-2.32,298.69,80.473145665,,,,,1.53
Australia,New South Wales,2024,2024-01-01,Sugarcane,11.03,540.29,80.473145665,,,,,3.708
Canada,Quebec,2005,2005-01-01,Coffee,6.15,1117.54,57.648082825,103.0,29.0,30.0,6.798626238000001,0.864
Canada,Quebec,2002,2002-01-01,Cotton,21.61,2947.68,80.01089273,117.0,46.0,19.0,6.8409568125,3.24
Australia,Victoria,2016,2016-01-01,Vegetables,11.98,1056.55,80.473145665,,,,,1.683
Argentina,Northeast,2013,2013-01-01,Wheat,31.95,2831.46,80.473145665,,,,,0.801
France,Grand Est,1994,1994-01-01,Corn,2.8,384.21,80.473145665,,,,,1.278
China,East,1993,1993-01-01,Coffee,25.82,234.5,57.648082825,103.0,29.0,30.0,6.798626238000001,1.944
China,Central,2023,2023-01-01,Soybeans,24.96,1607.87,80.473145665,,,,,3.258
France,Grand Est,1996,1996-01-01,Fruits,34.86,2811.27,80.473145665,,,,,2.35
India,Maharashtra,2006,2006-01-01,Coffee,18.65,2262.31,57.648082825,103.0,29.0,30.0,6.798626238000001,1.8
Canada,Ontario,2024,2024-01-01,Vegetables,17.25,604.64,80.473145665,,,,,2.42
Russia,Siberian,2002,2002-01-01,Sugarcane,0.25,1444.57,80.473145665,,,,,0.5760000000000001
China,Central,2010,2010-01-01,Coffee,-0.97,2241.94,57.648082825,103.0,29.0,30.0,6.798626238000001,1.71
Brazil,South,2019,2019-01-01,Rice,-4.46,2815.52,82.18935719499999,80.0,47.0,40.0,6.363803588,0.65
Brazil,South,1999,1999-01-01,Rice,6.28,2174.86,82.18935719499999,80.0,47.0,40.0,6.363803588,2.46
China,East,2008,2008-01-01,Corn,-0.7,2461.57,80.473145665,,,,,2.1
India,Tamil Nadu,1996,1996-01-01,Cotton,32.93,1130.57,80.01089273,117.0,46.0,19.0,6.8409568125,3.024
Russia,Northwestern,1994,1994-01-01,Soybeans,21.39,1979.63,80.473145665,,,,,1.72
China,North,1999,1999-01-01,Vegetables,7.7,1818.79,80.473145665,,,,,0.5940000000000001
India,Punjab,1998,1998-01-01,Barley,28.23,2799.83,80.473145665,,,,,1.098
China,Central,2007,2007-01-01,Fruits,14.0,1562.61,80.473145665,,,,,3.25
USA,Northeast,2005,2005-01-01,Corn,25.1,2542.8,80.473145665,,,,,2.619
Russia,Northwestern,2012,2012-01-01,Wheat,5.44,2513.4,80.473145665,,,,,1.179
USA,Northeast,2023,2023-01-01,Wheat,21.23,798.86,80.473145665,,,,,0.738
France,Ile-de-France,1991,1991-01-01,Coffee,20.52,2115.44,57.648082825,103.0,29.0,30.0,6.798626238000001,2.02
Australia,New South Wales,2021,2021-01-01,Barley,3.67,874.37,80.473145665,,,,,1.36
Argentina,Pampas,2008,2008-01-01,Vegetables,18.62,1126.92,80.473145665,,,,,1.52
India,Maharashtra,2012,2012-01-01,Coffee,21.24,238.01,57.648082825,103.0,29.0,30.0,6.798626238000001,1.566
Russia,Volga,2018,2018-01-01,Corn,1.02,515.96,80.473145665,,,,,1.37
China,North,2016,2016-01-01,Cotton,5.1,1424.27,80.01089273,117.0,46.0,19.0,6.8409568125,2.92
India,Tamil Nadu,2006,2006-01-01,Soybeans,10.36,468.96,80.473145665,,,,,2.853
Canada,Quebec,2018,2018-01-01,Vegetables,6.77,1526.76,80.473145665,,,,,1.215
Argentina,Pampas,2009,2009-01-01,Cotton,26.52,2919.18,80.01089273,117.0,46.0,19.0,6.8409568125,1.746
France,Nouvelle-Aquitaine,2022,2022-01-01,Soybeans,23.82,652.9,80.473145665,,,,,1.94
China,North,2002,2002-01-01,Barley,-0.63,1724.99,80.473145665,,,,,1.07
China,East,2023,2023-01-01,Sugarcane,-2.52,1752.96,80.473145665,,,,,2.85
China,South,2015,2015-01-01,Corn,2.41,309.73,80.473145665,,,,,0.81
Brazil,North,2024,2024-01-01,Coffee,1.23,2808.0,57.648082825,103.0,29.0,30.0,6.798626238000001,1.27
USA,Northeast,2009,2009-01-01,Sugarcane,2.68,2898.89,80.473145665,,,,,1.36
USA,Northeast,2012,2012-01-01,Vegetables,17.46,2850.37,80.473145665,,,,,1.629
India,Punjab,2009,2009-01-01,Coffee,7.33,2216.76,57.648082825,103.0,29.0,30.0,6.798626238000001,1.755
Australia,Western Australia,2009,2009-01-01,Coffee,2.84,2702.19,57.648082825,103.0,29.0,30.0,6.798626238000001,1.96
Argentina,Northwest,2012,2012-01-01,Vegetables,25.35,2114.98,80.473145665,,,,,2.106
Canada,Ontario,1996,1996-01-01,Soybeans,-3.46,963.14,80.473145665,,,,,2.31
India,Tamil Nadu,2012,2012-01-01,Fruits,30.85,329.13,80.473145665,,,,,3.366
Russia,Siberian,2018,2018-01-01,Soybeans,1.88,1104.12,80.473145665,,,,,0.738
India,Maharashtra,2011,2011-01-01,Coffee,18.29,1535.93,57.648082825,103.0,29.0,30.0,6.798626238000001,1.584
India,West Bengal,2023,2023-01-01,Rice,0.2,2495.4,82.18935719499999,80.0,47.0,40.0,6.363803588,2.061
Nigeria,North West,2018,2018-01-01,Rice,29.94,2911.22,82.18935719499999,80.0,47.0,40.0,6.363803588,2.66
Argentina,Pampas,2003,2003-01-01,Barley,-1.18,1997.67,80.473145665,,,,,1.05
France,Grand Est,2014,2014-01-01,Corn,2.21,2787.61,80.473145665,,,,,1.06
India,Punjab,1997,1997-01-01,Vegetables,27.26,555.91,80.473145665,,,,,2.106
Russia,Volga,2018,2018-01-01,Rice,5.63,429.44,82.18935719499999,80.0,47.0,40.0,6.363803588,2.574
Argentina,Northeast,2014,2014-01-01,Coffee,31.4,1029.39,57.648082825,103.0,29.0,30.0,6.798626238000001,2.313
Russia,Siberian,2009,2009-01-01,Vegetables,23.77,322.73,80.473145665,,,,,2.088
Australia,Queensland,2019,2019-01-01,Coffee,33.76,497.31,57.648082825,103.0,29.0,30.0,6.798626238000001,1.611
USA,West,1999,1999-01-01,Fruits,24.01,1402.26,80.473145665,,,,,3.519
China,South,1995,1995-01-01,Fruits,27.77,1727.46,80.473145665,,,,,0.82
Argentina,Pampas,1991,1991-01-01,Fruits,-2.08,1375.08,80.473145665,,,,,0.7020000000000001
Australia,New South Wales,2002,2002-01-01,Corn,9.38,2882.85,80.473145665,,,,,0.99
France,Nouvelle-Aquitaine,2015,2015-01-01,Wheat,34.07,2608.69,80.473145665,,,,,3.41
India,Maharashtra,2004,2004-01-01,Soybeans,0.18,455.33,80.473145665,,,,,2.232
Nigeria,South East,2010,2010-01-01,Vegetables,27.05,2160.14,80.473145665,,,,,3.11
Nigeria,South East,2020,2020-01-01,Cotton,6.5,1695.14,80.01089273,117.0,46.0,19.0,6.8409568125,2.69
China,South,2017,2017-01-01,Coffee,-1.52,908.37,57.648082825,103.0,29.0,30.0,6.798626238000001,2.49
India,West Bengal,2000,2000-01-01,Cotton,18.01,887.07,80.01089273,117.0,46.0,19.0,6.8409568125,2.48
Brazil,Southeast,2020,2020-01-01,Fruits,25.44,1769.31,80.473145665,,,,,3.276
India,Punjab,1995,1995-01-01,Vegetables,21.13,698.01,80.473145665,,,,,1.6
Argentina,Patagonia,2008,2008-01-01,Barley,26.84,2288.53,80.473145665,,,,,3.204
USA,West,2003,2003-01-01,Corn,-0.14,642.45,80.473145665,,,,,2.511
China,East,2004,2004-01-01,Fruits,-4.75,2382.64,80.473145665,,,,,1.59
Nigeria,South West,2002,2002-01-01,Wheat,8.77,2051.58,80.473145665,,,,,1.06
Nigeria,South West,1994,1994-01-01,Coffee,2.1,2742.35,57.648082825,103.0,29.0,30.0,6.798626238000001,0.64
France,Provence-Alpes-Cote d’Azur,2004,2004-01-01,Vegetables,18.94,1454.73,80.473145665,,,,,1.962
Brazil,Southeast,2013,2013-01-01,Cotton,17.22,1694.56,80.01089273,117.0,46.0,19.0,6.8409568125,3.6
China,East,1994,1994-01-01,Sugarcane,7.93,752.06,80.473145665,,,,,1.18
Brazil,Southeast,1999,1999-01-01,Sugarcane,25.93,2062.77,80.473145665,,,,,2.682
Nigeria,South East,2013,2013-01-01,Barley,29.49,2371.1,80.473145665,,,,,2.92
France,Ile-de-France,1996,1996-01-01,Wheat,1.64,2359.2,80.473145665,,,,,0.52
France,Grand Est,2002,2002-01-01,Barley,8.16,2088.78,80.473145665,,,,,2.007
USA,Northeast,2021,2021-01-01,Cotton,-4.66,2199.24,80.01089273,117.0,46.0,19.0,6.8409568125,1.83
Australia,Queensland,2012,2012-01-01,Barley,2.4,1776.9,80.473145665,,,,,2.19
France,Ile-de-France,2010,2010-01-01,Rice,7.18,718.17,82.18935719499999,80.0,47.0,40.0,6.363803588,1.881
India,Punjab,2022,2022-01-01,Corn,29.8,1488.31,80.473145665,,,,,3.123
France,Grand Est,2022,2022-01-01,Vegetables,31.89,1861.2,80.473145665,,,,,2.124
India,Punjab,2014,2014-01-01,Wheat,24.45,463.37,80.473145665,,,,,2.313
France,Ile-de-France,1991,1991-01-01,Vegetables,28.32,1899.37,80.473145665,,,,,2.99
China,Central,2017,2017-01-01,Fruits,9.94,2221.16,80.473145665,,,,,0.63
Nigeria,South West,2018,2018-01-01,Fruits,12.65,1778.77,80.473145665,,,,,3.546
Russia,Central,2000,2000-01-01,Soybeans,31.66,639.98,80.473145665,,,,,1.47
Argentina,Northwest,2015,2015-01-01,Coffee,27.28,2162.9,57.648082825,103.0,29.0,30.0,6.798626238000001,3.9
Nigeria,North Central,2018,2018-01-01,Wheat,-2.7,2723.06,80.473145665,,,,,1.314
Canada,Quebec,2000,2000-01-01,Barley,25.31,2197.51,80.473145665,,,,,2.38
Russia,Siberian,2000,2000-01-01,Soybeans,34.13,1539.21,80.473145665,,,,,0.87
Australia,Queensland,2019,2019-01-01,Cotton,10.87,2172.56,80.01089273,117.0,46.0,19.0,6.8409568125,3.222
India,Tamil Nadu,2001,2001-01-01,Soybeans,-0.96,2329.19,80.473145665,,,,,1.683
Canada,Quebec,1999,1999-01-01,Wheat,2.84,880.98,80.473145665,,,,,1.89
Nigeria,South West,2007,2007-01-01,Soybeans,31.8,1047.99,80.473145665,,,,,3.591
China,East,2006,2006-01-01,Fruits,28.82,2196.56,80.473145665,,,,,1.6740000000000002
USA,Northeast,2015,2015-01-01,Rice,-0.42,930.21,82.18935719499999,80.0,47.0,40.0,6.363803588,2.78
China,South,2018,2018-01-01,Fruits,21.23,1065.88,80.473145665,,,,,2.9
Canada,Ontario,2017,2017-01-01,Corn,20.07,2326.31,80.473145665,,,,,1.287
USA,South,2022,2022-01-01,Coffee,22.73,1129.39,57.648082825,103.0,29.0,30.0,6.798626238000001,2.043
Australia,Victoria,2022,2022-01-01,Soybeans,2.68,545.42,80.473145665,,,,,1.449
Argentina,Pampas,2008,2008-01-01,Barley,13.05,2558.46,80.473145665,,,,,3.591
Nigeria,North Central,2018,2018-01-01,Sugarcane,24.46,2080.82,80.473145665,,,,,2.52
USA,South,2012,2012-01-01,Wheat,1.41,2271.3,80.473145665,,,,,2.358
China,East,2024,2024-01-01,Fruits,15.85,339.88,80.473145665,,,,,3.159
India,Punjab,2015,2015-01-01,Sugarcane,-0.63,1213.41,80.473145665,,,,,2.51
Argentina,Northwest,2002,2002-01-01,Soybeans,27.82,493.73,80.473145665,,,,,1.611
Brazil,North,2000,2000-01-01,Coffee,-0.99,2170.6,57.648082825,103.0,29.0,30.0,6.798626238000001,2.421
France,Provence-Alpes-Cote d’Azur,2017,2017-01-01,Cotton,12.46,564.34,80.01089273,117.0,46.0,19.0,6.8409568125,3.024
Argentina,Northwest,2019,2019-01-01,Wheat,20.33,1922.68,80.473145665,,,,,3.411
Nigeria,North West,2009,2009-01-01,Rice,13.82,2159.59,82.18935719499999,80.0,47.0,40.0,6.363803588,3.16
China,Central,2001,2001-01-01,Vegetables,1.59,1114.73,80.473145665,,,,,1.125
Nigeria,South East,2014,2014-01-01,Corn,18.83,2614.9,80.473145665,,,,,3.168
China,Central,2018,2018-01-01,Rice,8.93,2656.19,82.18935719499999,80.0,47.0,40.0,6.363803588,2.96
India,Tamil Nadu,2015,2015-01-01,Barley,-0.84,2323.88,80.473145665,,,,,2.36
Australia,New South Wales,2001,2001-01-01,Coffee,31.64,2318.97,57.648082825,103.0,29.0,30.0,6.798626238000001,0.8190000000000001
Nigeria,North Central,2006,2006-01-01,Rice,16.73,2740.61,82.18935719499999,80.0,47.0,40.0,6.363803588,3.08
Brazil,North,2008,2008-01-01,Vegetables,30.54,2848.73,80.473145665,,,,,3.582
Brazil,Southeast,1998,1998-01-01,Corn,34.78,1320.73,80.473145665,,,,,3.0690000000000004
Russia,Northwestern,2005,2005-01-01,Rice,7.58,741.5,82.18935719499999,80.0,47.0,40.0,6.363803588,0.522
USA,South,2022,2022-01-01,Cotton,28.66,1361.1,80.01089273,117.0,46.0,19.0,6.8409568125,3.096
Australia,Western Australia,1999,1999-01-01,Sugarcane,0.37,2286.82,80.473145665,,,,,0.5850000000000001
France,Nouvelle-Aquitaine,2023,2023-01-01,Sugarcane,14.1,857.37,80.473145665,,,,,2.77
USA,Midwest,2013,2013-01-01,Vegetables,33.34,471.95,80.473145665,,,,,1.539
Brazil,Northeast,2013,2013-01-01,Sugarcane,4.24,1089.02,80.473145665,,,,,1.81
Nigeria,South East,2022,2022-01-01,Rice,28.28,2404.62,82.18935719499999,80.0,47.0,40.0,6.363803588,3.52
China,East,2001,2001-01-01,Coffee,27.49,2688.6,57.648082825,103.0,29.0,30.0,6.798626238000001,1.71
USA,South,2006,2006-01-01,Corn,20.5,865.03,80.473145665,,,,,3.96
Australia,Victoria,2018,2018-01-01,Vegetables,-1.52,2909.45,80.473145665,,,,,1.521
Brazil,Northeast,1990,1990-01-01,Sugarcane,3.48,1882.68,80.473145665,,,,,0.64
Canada,Prairies,2005,2005-01-01,Fruits,27.0,427.52,80.473145665,,,,,2.367
Argentina,Patagonia,1993,1993-01-01,Wheat,5.54,2409.73,80.473145665,,,,,1.062
Australia,Queensland,2022,2022-01-01,Corn,-2.81,1597.86,80.473145665,,,,,1.92
France,Grand Est,2007,2007-01-01,Fruits,-2.11,2717.45,80.473145665,,,,,2.196
Canada,Prairies,2000,2000-01-01,Sugarcane,7.2,1597.2,80.473145665,,,,,0.927
China,North,2011,2011-01-01,Corn,17.11,2634.06,80.473145665,,,,,4.38
France,Grand Est,2019,2019-01-01,Vegetables,4.13,1832.19,80.473145665,,,,,2.51
USA,Northeast,2019,2019-01-01,Rice,13.31,745.44,82.18935719499999,80.0,47.0,40.0,6.363803588,4.37
France,Nouvelle-Aquitaine,2007,2007-01-01,Rice,7.99,1946.76,82.18935719499999,80.0,47.0,40.0,6.363803588,1.827
Argentina,Pampas,1992,1992-01-01,Barley,22.73,667.28,80.473145665,,,,,2.6910000000000003
Nigeria,North Central,2009,2009-01-01,Corn,-1.78,2634.21,80.473145665,,,,,2.31
China,Central,2013,2013-01-01,Soybeans,-2.99,2807.91,80.473145665,,,,,2.94
China,South,2016,2016-01-01,Sugarcane,28.69,2276.92,80.473145665,,,,,1.836
Australia,Queensland,1992,1992-01-01,Fruits,15.43,399.9,80.473145665,,,,,2.124
Russia,Siberian,1991,1991-01-01,Coffee,6.58,2552.83,57.648082825,103.0,29.0,30.0,6.798626238000001,0.477
China,Central,2012,2012-01-01,Rice,10.72,2251.07,82.18935719499999,80.0,47.0,40.0,6.363803588,1.7
Brazil,North,1995,1995-01-01,Vegetables,22.64,2448.4,80.473145665,,,,,0.945
Argentina,Pampas,2007,2007-01-01,Vegetables,31.87,1178.85,80.473145665,,,,,3.591
India,West Bengal,1997,1997-01-01,Wheat,-2.45,400.65,80.473145665,,,,,2.3400000000000003
France,Grand Est,1990,1990-01-01,Cotton,9.74,923.99,80.01089273,117.0,46.0,19.0,6.8409568125,1.512
Nigeria,South West,1997,1997-01-01,Corn,14.43,2169.95,80.473145665,,,,,2.592
Russia,Northwestern,2005,2005-01-01,Vegetables,5.68,2276.04,80.473145665,,,,,1.72
Brazil,South,2022,2022-01-01,Vegetables,15.38,2365.25,80.473145665,,,,,3.96
Argentina,Patagonia,2002,2002-01-01,Wheat,6.04,1159.87,80.473145665,,,,,2.259
Argentina,Northwest,1996,1996-01-01,Sugarcane,0.66,1113.77,80.473145665,,,,,0.468
France,Ile-de-France,1992,1992-01-01,Corn,5.33,417.15,80.473145665,,,,,0.63
USA,Midwest,2013,2013-01-01,Cotton,34.33,1162.0,80.01089273,117.0,46.0,19.0,6.8409568125,1.179
China,South,2014,2014-01-01,Vegetables,-4.32,2767.76,80.473145665,,,,,1.94
France,Grand Est,2013,2013-01-01,Wheat,18.0,2585.68,80.473145665,,,,,2.862
India,Maharashtra,2000,2000-01-01,Coffee,12.54,2610.53,57.648082825,103.0,29.0,30.0,6.798626238000001,2.81
Russia,Siberian,2013,2013-01-01,Sugarcane,34.35,2825.44,80.473145665,,,,,2.66
Nigeria,South East,1998,1998-01-01,Cotton,14.38,432.38,80.01089273,117.0,46.0,19.0,6.8409568125,4.176
Canada,Ontario,2008,2008-01-01,Corn,22.26,466.36,80.473145665,,,,,2.727
China,Central,1999,1999-01-01,Coffee,26.32,1931.5,57.648082825,103.0,29.0,30.0,6.798626238000001,2.817
France,Nouvelle-Aquitaine,1997,1997-01-01,Vegetables,15.0,942.69,80.473145665,,,,,1.8
Brazil,Northeast,1994,1994-01-01,Soybeans,5.38,1234.01,80.473145665,,,,,1.89
Brazil,Southeast,2022,2022-01-01,Rice,20.67,2672.82,82.18935719499999,80.0,47.0,40.0,6.363803588,3.66
